Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Raymond Wong,M,SBD,Raw,30.5,24-34,Open,65.4,66,165.0,175.0,180.0,,180.0,110.0,115.0,120.0,,120.0,205.0,212.5,217.5,,217.5,517.5,1,409.42,409.42,397.54,601.51,Yes,Australia,PA,2012-02-26,Australia,NSW,North Sydney Open
David Watkins #1,M,SBD,Raw,,,M-C-G,91.8,93,190.0,210.0,217.5,,217.5,100.0,110.0,-115.0,,110.0,250.0,272.5,280.0,,280.0,607.5,G,384.02,384.02,369.9,565.48,Yes,,EPA,2013-02-10,England,,East Midlands Unequipped Championships
John Wehrli,M,SBD,Raw,55.5,55-59,MR-O,64.5,66,90.0,97.5,102.5,,102.5,-90.0,90.0,-102.5,,90.0,127.5,137.5,145.0,,145.0,337.5,5,270.13,330.91,262.42,367.15,Yes,,USAPL,2019-02-10,USA,CA,Convoy Strength Open
Stepan Ovcharenko,M,SBD,Single-ply,14.5,13-15,Open,48.7,52,,,,,100.0,,,,,60.0,,,,,115.0,275.0,3,289.62,341.75,285.92,380.53,Yes,Ukraine,UkrainePF,1991-03-21,Ukraine,,Crimean Powerlifting Championships
Lazarus Flores,M,SBD,Single-ply,,,Boys,90.04,99.7,,,,,154.22,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2012-02-18,USA,TX,Temple Wildcat Powerlifting Championship
Lya Gascon,F,SBD,Single-ply,,,Girls,46.9,47.8,,,,,56.7,,,,,27.22,,,,,65.77,149.69,10,201.63,201.63,179.77,295.29,Yes,,THSWPA,2019-02-16,USA,TX,Copperas Cove Invititional
Andres Sandoval,M,SBD,Single-ply,,,Boys,67.13,67.1,,,,,174.63,,,,,133.81,,,,,188.24,496.68,1,384.64,384.64,373.16,490.47,Yes,,THSPA,2012-01-21,USA,TX,Venus Bulldog Invitational
Cara Westin,F,SBD,Single-ply,45.0,45-49,Open,65.5,67.5,,,,,155.0,,,,,92.5,,,,,142.5,389.99,1,406.83,429.21,359.05,526.82,,USA,USPF,2008-09-13,USA,CA,Muscle Beach PL BP & DL
Smingh Karanuir,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,95.3,100,260.0,-275.0,-277.5,,260.0,145.0,152.5,157.5,,157.5,215.0,235.0,245.0,,245.0,662.5,3,411.51,436.2,396.02,513.11,Yes,India,AsianPF,2006-05-02,South Korea,,Asian Powerlifting Championships
Henning Mjøen,M,SBD,Raw,,,Open,80.75,83,165.0,-175.0,175.0,,175.0,120.0,127.5,-130.0,,127.5,195.0,200.0,205.0,,205.0,507.5,1,344.45,344.45,332.68,501.18,Yes,,NSF,2015-05-01,Norway,,Åpent stevne
Ryan Bracewell,M,D,Raw,,,Open,132.45,,,,,,,,,,,,328.85,362.87,-374.21,,362.87,362.87,5,204.57,204.57,194.31,733.32,,,Hardcore,2011-04-02,USA,TX,Clash of the Titans IV
Michele Paris,F,SBD,Wraps,39.5,35-39,Open,54.52,56,68.04,-74.84,-74.84,,68.04,38.56,47.63,-54.43,,47.63,97.52,106.59,113.4,,113.4,229.06,42,275.23,275.23,243.6,415.45,,,SPF,2014-04-12,USA,,Women's Power Weekend
Gilbert Smith,M,SBD,Single-ply,,,Boys,72.21,74.8,,,,,188.24,,,,,111.13,,,,,190.51,489.88,3,358.66,358.66,347.24,462.33,Yes,,THSPA,2019-02-02,USA,TX,Rice Bulldog Invitational
Matthew Holling,M,B,Raw,29.5,24-34,Disabled 1 20-39,75.0,75,,,,,,,,,,127.5,,,,,,127.5,1,90.85,90.85,87.88,558.41,Yes,,WABDL,2018-03-31,USA,OR,Eastern Oregon Classic
Giles Weeden,M,SBD,Raw,45.0,45-49,Masters 45-49,94.9,100,132.5,142.5,147.5,,147.5,92.5,97.5,100.0,,100.0,182.5,192.5,200.0,,200.0,447.5,1,278.49,293.81,268.04,385.36,Yes,,RAW-CAN,2017-04-29,Canada,BC,Fist Full of Steel
David Hamilton,M,B,Raw,,,Under 16,125.0,125,,,,,,,,,,65.0,,,,,,65.0,2,37.04,37.04,35.28,205.94,Yes,,PA,2003-01-01,Australia,,Australian Schools Bench Press Championship
G. Manly,M,SBD,Single-ply,,,Masters 60-64,90.0,90,,,,,212.5,,,,,115.0,,,,,205.0,532.5,2,339.94,339.94,327.6,436.7,,,APF,1990-11-03,USA,PA,Masters Nationals
Cherie Rigby,F,SBD,Single-ply,,,Open,80.0,80,,,,,157.5,,,,,70.0,,,,,185.0,412.5,1,377.44,377.44,331.01,511.76,Yes,Australia,AusDFPF,1999-09-20,Australia,VIC,National Championships
Jake Beyer,M,SBD,Single-ply,,,Boys,108.32,109.7,,,,,117.93,,,,,70.31,,,,,133.81,322.05,18,190.44,190.44,182.54,261.05,Yes,,THSPA,2010-01-30,USA,TX,Dublin Invitational
Bernhard Schwab,M,SBD,Multi-ply,22.5,20-23,J,98.4,100,,,,,380.0,,,,,217.5,,,,,327.5,925.0,1,566.66,566.66,544.86,682.4,,Austria,WPC,2002-10-22,Finland,,World Championships
Yuliya Zamriy,F,SBD,Raw,31.5,24-34,FR-O,82.1,82.5,,,,,105.0,,,,,57.5,,,,,122.5,285.0,1,257.14,257.14,225.16,440.94,Yes,,USAPL,2014-10-18,USA,NY,SBWC Raw Open Powerlifting Fall Classic
Eino Remes,M,B,Single-ply,50.5,50-54,Over 50,74.8,75,,,,,,-147.5,-147.5,-147.5,,,,,,,,,DQ,,,,,Yes,,SVNL,2009-02-07,Finland,,Veteraanien ja SIU penkkip SM-kisat
Denis Kuznetsov,M,SBD,Wraps,36.0,35-39,Open,102.9,110,190.0,205.0,-220.0,,205.0,-120.0,130.0,-135.0,,130.0,200.0,210.0,-220.0,,210.0,545.0,5,328.05,328.05,315.0,463.03,Yes,Russia,WRPF,2018-04-27,Russia,,European Championships
Sabine Zangerle,F,SBD,Single-ply,29.5,24-34,Open,59.6,60,,,,,127.5,,,,,70.0,,,,,140.0,337.5,2,378.23,378.23,334.22,487.53,Yes,Austria,EPF,2001-03-24,Austria,,Danube Cup
Amanzhol Baubekov,M,SBD,Wraps,,,Open,67.0,67.5,150.0,160.0,175.0,,175.0,105.0,-107.5,-107.5,,105.0,-190.0,190.0,192.5,,192.5,472.5,2,366.49,366.49,355.57,531.32,,,WRPF-KAZ,2018-09-15,Kazakhstan,,Kazakhstan Championships
Arval Bridges,M,SBD,Single-ply,40.5,40-44,,67.5,67.5,192.5,-212.5,-212.5,,192.5,137.5,145.0,-152.5,,145.0,192.5,215.0,-220.0,,215.0,552.5,4,425.99,425.99,413.2,536.34,,USA,USPF,1995-07-21,USA,,Senior Nationals
Frank Gyland,M,B,Raw,48.5,45-49,Open,92.76,93,,,,,,162.5,167.5,-170.0,,167.5,,,,,,167.5,1,105.35,115.57,101.45,631.75,Yes,Norway,DSF,2017-02-03,Denmark,,ER Open Klassisk Bænkpres
Yura Sukh-Ochir,M,SBD,Single-ply,44.5,40-44,Masters 1,91.97,93,-260.0,-260.0,260.0,,260.0,120.0,-132.5,,,120.0,240.0,250.0,-260.0,,250.0,630.0,3,397.88,414.99,383.24,500.19,Yes,Mongolia,AsianPF,2015-07-20,Hong Kong,,Asian Powerlifting Championships
Erik Bonini,M,SBD,Wraps,,,Amateur Submasters 33-39,104.05,110,,,,,181.44,,,,,127.01,,,,,217.72,526.17,1,315.43,315.43,302.77,440.99,Yes,,RPS,2016-01-24,USA,NJ,NA & NJ Championships
Ekaterina Kozlova,F,B,Raw,,20-23,Amateur Juniors 20-23,47.75,48,,,,,,,,,,50.0,,,,,,50.0,1,66.48,66.48,59.19,475.13,Yes,,RPS,2014-12-05,Russia,,Steel Arena 4
Joseph Steele,M,SBD,Wraps,,,Submasters 33-39,82.5,82.5,,,,,156.49,,,,,108.86,,,,,199.58,464.93,1,311.46,311.46,300.69,445.06,,,APA,1989-10-07,USA,NH,White Mountain Submaster & Masters Nationals
Rachel Steedman,F,SBD,Single-ply,23.5,24-34,F-E-Open,71.2,72,-155.0,162.5,170.0,,170.0,105.0,110.0,112.5,,112.5,142.5,150.0,-155.0,,150.0,432.5,3,425.31,425.31,374.75,554.43,Yes,UK,BP,2019-01-19,UK,,British Equipped Powerlifting Championships
Archie Spencer,M,B,Single-ply,,,Submasters 35-39,100.0,100,,,,,,,,,,137.5,,,,,,137.5,3,83.68,83.68,80.42,424.28,,,USPF,1998-12-20,USA,NV,World Championships
Joe de Bono,M,D,Raw,40.0,40-44,M-M1R,89.5,90,,,,,,,,,,,250.0,270.0,-291.0,,270.0,270.0,1,172.86,172.86,166.6,631.59,,Australia,GPA,2014-11-21,Australia,NSW,World Championships
Lauren Rooney,F,SBD,Raw,26.5,24-34,Open,116.1,84+,137.5,142.5,147.5,,147.5,75.0,80.0,82.5,,82.5,152.5,-160.0,160.0,,160.0,390.0,8,313.74,313.74,266.35,529.8,Yes,Ireland,EPF,2017-03-12,Denmark,,European Classic Powerlifting Championships
DeVante Buchanan,M,SBD,Single-ply,,,Boys,86.09,89.8,,,,,226.8,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2011-03-05,USA,TX,Region 3 Div. 1
南 秀孝,M,B,Single-ply,37.0,35-39,Open,74.35,75,,,,,,110.0,120.0,125.0,,125.0,,,,,,125.0,4,89.61,89.61,86.7,473.03,Yes,,JPA,2001-05-20,Japan,,Japanese Businessman's Bench Press Championships
Corey Morenz,M,SBD,Wraps,,,Amateur Open,80.74,82.5,,,,,192.78,,,,,124.74,,,,,231.33,548.85,5,372.55,372.55,359.81,548.97,Yes,,RPS,2017-01-28,USA,NJ,North American Championships
Jari Kaiho,M,B,Single-ply,38.5,35-39,Open,99.95,100,,,,,,,,,,180.0,,,,,,180.0,11,109.57,109.57,105.3,509.44,Yes,,SVNL,2002-04-06,Finland,,Penkkipunerruksen SM-kisat
Jose Soto,M,SBD,Single-ply,,,Boys,67.09,67.1,,,,,174.63,,,,,88.45,,,,,149.69,412.77,6,319.81,319.81,310.27,418.73,Yes,Ecuador,THSPA,2018-02-02,USA,TX,Valley View Iron Tiger Classic
Kaydon Laurin,M,SBD,Raw,,,Sub-Juniors,71.1,74,,,,,132.5,,,,,75.0,,,,,152.5,360.0,1,266.61,266.61,258.23,366.05,Yes,,CPU,2019-02-02,Canada,MB,Brickhouse Power Challenge
Patrick O'Connell,M,SBD,Single-ply,,,Boys,115.8,124.7,,,,,238.14,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2017-02-01,USA,TX,Fossil Ridge meet
Matt Barnette,M,SBD,Wraps,18.0,18-19,Juniors 18-19,122.92,125,,,,,300.0,,,,,187.5,,,,,265.0,752.5,1,430.31,456.13,410.21,605.98,,,USPA,2014-11-08,USA,IN,Indiana-Ohio Border Wars
Nika Velial,F,B,Raw,25.0,24-34,O,52.0,52,,,,,,57.5,60.0,62.5,,62.5,,,,,,62.5,1,77.91,77.91,69.06,558.58,Yes,Russia,WPU-RUS,2017-12-16,Russia,,Russia Open Championships
Alex King,M,D,Raw,17.0,16-17,Juniors 16-17,81.8,82.5,,,,,,,,,,,,,,,242.5,242.5,1,163.29,176.35,157.67,586.38,,,USPA,2018-06-16,USA,OR,Oregon State Championships
Polina Turygina,F,B,Raw,23.0,20-23,J (20-23),56.0,56,,,,,,50.0,52.5,-55.0,,52.5,,,,,,52.5,1,61.77,61.77,54.64,465.76,Yes,Russia,WPC,2009-10-01,Russia,,Raw World Championships
Karen Poyner,F,B,Raw,60.0,60-64,Open,43.91,44,,,,,,,,,,50.0,,,,,,50.0,1,70.5,94.47,63.25,492.24,Yes,,RAW,2016-09-16,USA,VA,Mid-Atlantic Regional
Miguel López,M,SBD,Raw,71.0,70-74,Open,64.8,66,130.0,150.0,167.5,,167.5,75.0,85.0,-87.5,,85.0,155.0,165.0,-172.5,,165.0,417.5,6,332.85,559.53,323.3,472.48,Yes,Puerto Rico,NAPF,2018-08-01,Mexico,,North American Powerlifting Championships
R. Peters,M,SBD,Single-ply,,,Open,56.0,56,175.0,187.5,-192.5,,187.5,95.0,100.0,-102.0,,100.0,175.0,185.0,-195.0,,185.0,472.5,5,430.14,430.14,420.62,534.19,Yes,Australia,IPF,1988-11-11,Australia,WA,Men's World Powerlifting Championships
Robert Kun,M,SBD,Raw,31.0,24-34,Open,118.2,120,290.0,305.0,315.0,,315.0,180.0,190.0,-200.0,,190.0,-220.0,220.0,-250.0,,220.0,725.0,1,418.32,418.32,399.5,593.7,Yes,Nauru,PA,2015-12-12,Australia,QLD,Iron Underground - Rage Against Steel
Niilo Maliniemi,M,B,Single-ply,,,Masters 2,110.0,110,,,,,,,,,,195.0,,,,,,195.0,1,114.76,114.76,109.93,512.9,Yes,Sweden,SSF,2001-06-10,Sweden,,Bänk SM Vet 2 år
Tomáš Pavliš,M,SBD,Single-ply,19.5,20-23,Open,82.2,83,,,,,290.0,,,,,170.0,,,,,305.0,765.0,1,513.6,529.01,495.87,634.38,Yes,Czechia,CSST,2013-11-23,Czechia,,Extraliga II
Nathan Blunt,M,SBD,Single-ply,,,Boys,80.74,82.1,,,,,133.81,,,,,88.45,,,,,120.2,342.46,24,232.45,232.45,224.51,320.02,Yes,,THSPA,2010-01-16,USA,TX,Brownsboro Invitational
Jiří Lukš,M,SBD,Single-ply,35.5,35-39,Open,107.9,110,,,,,210.0,,,,,165.0,,,,,200.0,575.0,7,340.45,340.45,326.36,424.77,Yes,,CSST,2007-10-13,Czechia,,Liga v Družstev v Silovém Trojboji
Molly Ewanika,F,SBD,Raw,21.5,20-23,FR-Jr,71.0,72,92.5,97.5,105.0,,105.0,47.5,-52.5,55.0,,55.0,92.5,97.5,102.5,,102.5,262.5,2,258.63,261.21,227.9,428.87,Yes,,USAPL,2018-01-27,USA,IA,Cyclone Classic
Markus Binder,M,B,Single-ply,16.5,16-17,Sub-Juniors,58.74,59,,,,,,95.0,-102.5,102.5,,102.5,,,,,,102.5,4,89.15,96.28,86.95,494.9,Yes,Austria,IPF,2015-05-20,Sweden,,World Bench Press Championships
Jack Stokes,M,SBD,Wraps,,20-23,M_J_CR_BPU,82.5,82.5,155.0,160.0,170.0,,170.0,95.0,100.0,105.0,,105.0,180.0,190.0,-200.0,,190.0,465.0,2,311.51,311.51,300.73,445.14,,,BPU,2016-04-10,England,,South Coast Qualifier
Nestor Gonzalez,M,B,Raw,45.0,45-49,M 45-49,113.3,125,,,,,,145.0,157.0,160.0,-161.0,160.0,,,,,,160.0,1,93.35,98.48,89.31,533.73,,Argentina,AAP,2015-07-10,Argentina,,Campeonato Argentino Powerlifting & Bench Press
Artem Bykhovets,M,SBD,Multi-ply,30.0,24-34,open,82.3,82.5,270.0,-290.0,300.5,,300.5,190.0,200.0,210.0,,210.0,255.0,270.0,-280.0,,270.0,780.5,1,523.62,523.62,505.53,645.57,Yes,Russia,NAP,2014-05-27,Russia,,World Cup
Vince Thomas,M,SBD,Raw,42.5,40-44,Masters 1,101.0,105,-215.0,-215.0,-220.0,,,155.0,160.0,-165.0,,160.0,225.0,240.0,-245.0,,240.0,,DQ,,,,,Yes,Australia,PA,2011-02-27,Australia,VIC,Sydney Open
Gennadiy Popov,M,B,Multi-ply,19.5,20-23,Amateur Juniors 20-23,94.5,100,,,,,,-210.0,-210.0,-210.0,,,,,,,,,DQ,,,,,,Ukraine,WPAU,2014-10-11,Ukraine,,Ukraine Open Cup
Anna Śliwińska,F,SBD,Single-ply,18.5,18-19,Open,82.6,90,-192.5,192.5,-195.0,,192.5,105.0,110.0,-115.0,,110.0,172.5,180.0,187.5,,187.5,490.0,5,440.71,458.34,385.73,580.77,Yes,Poland,EPF,2001-11-28,Czechia,,Women's European Powerlifting Championships
Steven Williams #2,M,SBD,Single-ply,,,Sub-Juniors,54.1,56,,,,,110.0,,,,,47.5,,,,,110.0,267.5,1,252.02,252.02,246.95,342.17,Yes,,CPU,2008-06-14,Canada,NL,Newfoundland and Lab Provincials
Alex Ammerman,M,SBD,Raw,15.5,16-17,MR-JV,113.85,120,182.5,192.5,200.0,,200.0,110.0,117.5,120.0,,120.0,205.0,230.0,-242.5,,230.0,550.0,1,320.45,362.11,306.54,439.74,Yes,,USAPL,2019-03-28,USA,LA,High School Nationals
Andrew Frazer,M,SBD,Wraps,25.0,24-34,M-OR,131.6,140,-270.0,-300.0,310.0,,310.0,160.0,170.0,-180.0,,170.0,280.0,300.0,-310.0,,300.0,780.0,2,440.21,440.21,418.26,608.16,,,GPC-AUS,2018-03-08,Australia,NSW,NSW States
Dante Dickson,M,SBD,Raw,26.5,24-34,MR-O,108.2,120,225.0,-235.0,235.0,,235.0,155.0,162.5,-167.5,,162.5,285.0,300.0,-305.0,,300.0,697.5,2,412.61,412.61,395.5,597.98,Yes,,USAPL,2015-07-11,USA,TX,Summer Power Fest
Michael Jones,M,SBD,Single-ply,,,Boys,82.1,82.1,,,,,222.26,,,,,149.69,,,,,231.33,603.28,2,405.32,405.32,391.34,513.18,Yes,,THSPA,2018-01-13,USA,TX,Elkhart Invitational
James Copping,M,SBD,Multi-ply,21.5,20-23,Juniors,100.0,100,270.0,,,,270.0,150.0,160.0,170.0,,170.0,260.0,267.5,,,267.5,707.5,2,430.58,434.88,413.82,530.48,,UK,BPC,2009-04-05,England,,South East Championships
鹿嶋 千誉,M,B,Raw,44.5,40-44,Masters 1,57.3,59,,,,,,-120.0,-120.0,-120.0,,,,,,,,,DQ,,,,,Yes,,JPA,2017-10-28,Japan,,Japanese Classic Bench Press Championships
Gerald Dionio,M,SBD,Single-ply,18.0,18-19,Juniors 18-19,54.79,56,,,,,142.5,,,,,97.5,,,,,182.5,422.5,1,393.01,416.59,384.81,493.38,,,USPA,2012-04-07,USA,HI,Hawaii State Powerlifting Championship
Bobby Rash,M,SBD,Single-ply,,,Boys,112.49,124.7,,,,,179.17,,,,,136.08,,,,,195.04,510.29,3,298.32,298.32,285.51,375.3,Yes,,THSPA,2018-02-08,USA,TX,West Orange-Stark Meet
Alexis Bolin,F,SBD,Single-ply,,,Girls,112.67,100+,,,,,133.81,,,,,63.5,,,,,136.08,333.39,4,269.74,269.74,229.36,392.74,Yes,,THSWPA,2015-02-05,USA,TX,S&S Girls Powerlifting Meet
Sarah Frankel,F,SBD,Single-ply,,,Open,74.2,75,150.0,160.0,-162.5,,160.0,95.0,-100.0,-100.0,,95.0,150.0,155.0,160.0,,160.0,415.0,1,397.2,397.2,349.53,528.2,Yes,Canada,CommonwealthPF,2007-12-05,New Zealand,,Womens Commonwealth Powerlifting Championships
Asif Beliyev,M,SBD,Raw,23.0,20-23,O,55.5,56,110.0,120.0,130.0,135.0,130.0,82.5,87.5,,,87.5,150.0,160.0,170.0,,170.0,387.5,1,355.88,355.88,348.18,496.27,,Azerbaijan,WPC,2009-10-01,Russia,,Raw World Championships
Branko Babalj,M,SBD,Wraps,32.0,24-34,MO,82.2,82.5,110.0,125.0,135.0,,135.0,100.0,110.0,-115.0,,110.0,140.0,160.0,-170.0,,160.0,405.0,2,271.91,271.91,262.52,377.78,,,WRPF-SRB,2018-12-01,Serbia,,Serbian Championships
Tibor Szántó,M,D,Raw,42.0,40-44,M1,114.2,125,,,,,,,,,,,260.0,270.0,-287.5,,270.0,270.0,2,157.18,160.32,150.34,558.6,,Hungary,GPC,2018-09-16,Hungary,,World Championships
Tom Hanlon,M,SBD,Raw,,,M-C-Open,68.5,74,150.0,157.5,165.0,,165.0,70.0,75.0,-80.0,,75.0,160.0,172.5,-180.0,,172.5,412.5,7,314.36,314.36,304.79,444.94,Yes,,EPA,2016-05-01,England,,Manchester & Merseyside Championships
Nick Edlin,M,SBD,Wraps,33.0,24-34,M-OR,96.5,100,240.0,250.0,255.0,,255.0,140.0,-145.0,-145.0,,140.0,240.0,255.0,265.0,,265.0,660.0,1,407.69,407.69,392.22,602.16,,Australia,GPC-AUS,2014-01-01,Australia,VIC,Melbourne Cup
Andrew Fajardo,M,SBD,Single-ply,,,Boys,83.1,89.8,,,,,145.15,,,,,99.79,,,,,149.69,394.63,6,263.23,263.23,254.09,353.77,Yes,,THSPA,2015-01-15,USA,TX,Florence Buffalo Powerlifting Invitational
Emmanuel Adeagbo,M,SBD,Raw,28.0,24-34,Open,82.2,82.5,,,,,252.5,,,,,155.0,,,,,297.5,705.0,1,473.32,473.32,456.98,720.43,,,USPA,2015-06-13,USA,CA,Iron Rebel Open Classic San Jose Fit Expo
Caden Bealer,M,SBD,Raw,14.5,13-15,MR-V,62.75,66,120.0,-130.0,137.5,,137.5,57.5,72.5,-82.5,,72.5,130.0,142.5,-152.5,,142.5,352.5,11,288.86,340.86,280.92,396.66,Yes,,USAPL,2019-03-28,USA,LA,High School Nationals
Ben Chartrand,M,SBD,Raw,35.5,35-39,Open,95.5,105,125.0,137.5,145.0,,145.0,77.5,82.5,-87.5,,82.5,140.0,155.0,170.0,,170.0,397.5,4,246.67,246.67,237.38,331.37,Yes,,NZPF,2014-11-22,New Zealand,WGN,Bledisbro Open
Joshua Chovanec,M,SBD,Single-ply,,,T1,106.2,110,207.5,-227.5,-250.0,,207.5,125.0,150.0,-157.5,,150.0,210.0,240.0,-260.0,,240.0,597.5,1,355.64,355.64,341.13,442.78,Yes,,USAPL,1999-06-19,USA,NE,Teenage & Junior Men's National Powerlifting Championships
Madeline Neeley,F,SBD,Single-ply,,,Girls,68.58,75,,,,,106.59,,,,,40.82,,,,,102.06,249.48,2,251.77,251.77,222.03,369.49,Yes,,THSWPA,2016-02-13,USA,TX,Mount Pleasant Invitational
Brianna Olivarez,F,SBD,Single-ply,,,Girls,60.33,67.3,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSWPA,2015-01-31,USA,TX,West Oso Invitational Girls
Austen Vickers,M,SBD,Raw,22.5,20-23,MR-Jr,122.4,120+,260.0,282.5,-290.0,,282.5,167.5,180.0,185.0,,185.0,272.5,292.5,-300.0,,292.5,760.0,3,435.0,435.0,414.76,614.31,Yes,,USAPL,2014-07-17,USA,CO,Raw Nationals
Jason Carson,M,B,Single-ply,45.0,45-49,Open,100.0,100,,,,,,,,,,250.0,,,,,,250.0,2,152.15,160.52,146.22,649.33,Yes,USA,WABDL,2018-11-13,USA,NV,World Bench Press and Deadlift Championships
Jon Rollef Omdal,M,B,Single-ply,,,Teen 14-18,71.7,75,,,,,,,,,,95.0,,,,,,95.0,1,69.92,69.92,67.7,406.34,Yes,,NSF,2000-02-19,Norway,,Benkcup
Vyacheslav Orekhov,M,B,Raw,33.0,24-34,Pro Open,76.2,82.5,,,,,,150.0,160.0,165.0,,165.0,,,,,,165.0,1,116.3,116.3,112.45,714.43,,,WRPF,2018-07-13,Russia,,The Strongest Saratov
Matthew Lutz,M,SBD,Single-ply,,,Boys,72.57,74.8,,,,,156.49,,,,,97.52,,,,,158.76,412.77,6,301.11,301.11,291.49,398.19,Yes,,THSPA,2015-02-05,USA,TX,Caddo Mills Meet
Marcus Hudson,M,SBD,Single-ply,,,Varsity,114.76,124.7,,,,,192.78,,,,,115.67,,,,,229.06,537.51,5,312.5,312.5,298.83,388.74,Yes,,THSPA,2013-02-16,USA,TX,Connally Cougar Powerlifting Meet
Jordon Siddall,M,B,Raw,,,M-C-Open,104.1,105,,,,,,127.5,135.0,-140.0,,135.0,,,,,,135.0,4,80.92,80.92,77.67,473.54,Yes,,EPA,2015-09-27,England,,North West Bench Press Championships
Bryce Sandoval,M,SBD,Single-ply,,,Boys,96.8,99.7,,,,,195.04,,,,,113.4,,,,,181.44,489.88,11,302.2,302.2,290.7,390.8,Yes,,THSPA,2013-02-20,USA,TX,TSS Invitational 7
Avtar Singh,M,SBD,Raw,17.0,16-17,Juniors 16-17,95.39,100,,,,,170.0,,,,,100.0,,,,,200.0,470.0,1,291.81,315.16,280.82,407.58,,UK,USPA,2015-08-15,USA,WA,Washington State Summer Strength Wars
Chloe Dickinson,F,SBD,Raw,23.5,24-34,FR-O,50.2,52,95.0,102.5,105.0,,105.0,45.0,50.0,-52.5,,50.0,110.0,-117.5,-117.5,,110.0,265.0,2,339.4,339.4,301.31,506.13,Yes,,EPA,2019-03-16,UK,,Yorkshire North East Spring Open
Meshach Charan,M,SBD,Wraps,19.0,18-19,Juniors 18-19,123.1,125,,,,,217.5,,,,,145.0,,,,,235.0,597.5,1,341.57,355.23,325.59,463.35,,,USPA,2015-05-30,USA,CA,Old Skool Iron Classic
Stephanie Barnes,F,SBD,Single-ply,,,Open,70.0,70,,,,,115.0,,,,,72.5,,,,,145.0,332.5,9,330.79,330.79,291.58,453.69,Yes,,ADFPA,1993-05-01,USA,NY,Women's Nationals
Nick Summers,M,B,Raw,27.0,24-34,Open,137.35,140,,,,,,,,,,-252.5,,,,,,,DQ,,,,,,,USPA,2017-01-07,USA,CA,American Cup Los Angeles Fit Expo
T. Jones,M,SBD,Single-ply,,,Natural,82.5,82.5,,,,,200.0,,,,,142.5,,,,,250.0,592.5,2,396.92,396.92,383.19,503.64,Yes,,NASA,1992-07-19,USA,NV,Grand Nationals/Worlds
Lorraine Shaw,F,SBD,Raw,33.0,24-34,Open,68.7,72,,,,,100.0,,,,,60.0,,,,,150.0,310.0,1,312.46,312.46,275.54,514.7,Yes,,CPU,2018-09-22,Canada,ON,Invictus Open
Dallas Salinas,M,SBD,Single-ply,,,Boys,53.8,55.7,,,,,142.88,,,,,86.18,,,,,161.03,390.09,3,369.59,369.59,362.28,467.64,Yes,,THSPA,2015-01-31,USA,TX,Jacksboro Invitational Powerlifting Meet
Tomas Ring,M,B,Single-ply,55.5,55-59,Masters 2,82.75,83,,,,,,,,,,195.0,,,,,,195.0,1,130.4,159.73,125.88,603.98,Yes,Sweden,SSF,2016-09-17,Sweden,,DM i bänkpress - utrustning Östra Svealands SDF
Fred Reyna,M,SBD,Single-ply,,,Boys,114.12,124.7,,,,,204.12,,,,,102.06,,,,,197.31,503.49,10,293.16,293.16,280.41,368.45,Yes,,THSPA,2016-02-13,USA,TX,S&S Boys Powerlifting Meet
Ivan Kondratyuk,M,B,Raw,15.5,16-17,Sub-Juniors,64.2,66,,,,,,,,,,90.0,,,,,,90.0,6,72.32,81.72,70.27,446.35,Yes,,UkrainePF,2014-09-18,Ukraine,,Ukrainian Classic Bench Press Championship
Charlie Wilson,M,SBD,Wraps,,,M-J,93.0,100,180.0,220.0,240.0,,240.0,120.0,130.0,140.0,,140.0,260.0,280.0,300.0,,300.0,680.0,1,427.17,427.17,411.34,637.74,,,GPC-GB,2016-04-24,Wales,,Welsh Qualifier
Petr Gracias,M,SBD,Single-ply,23.5,24-34,Open,78.7,82.5,,,,,180.0,,,,,135.0,,,,,210.0,525.0,3,362.19,362.19,349.99,465.74,Yes,,CSST,1995-02-22,Czechia,,Mistrovstvi Severni Moravy
Mallorie Hatch,F,SBD,Raw,18.5,18-19,FR-T3,81.4,84,-77.5,-77.5,77.5,,77.5,57.5,-62.5,-62.5,,57.5,107.5,115.0,122.5,,122.5,257.5,1,233.39,242.73,204.47,400.05,Yes,,USAPL,2018-12-08,USA,ID,Winter Wars
Jace Mayfield,M,SBD,Single-ply,,,Boys,109.77,109.7,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2017-02-11,USA,TX,Livingston HS Invitational
Ernest Peralta,M,SBD,Wraps,,,Amateur Open,77.84,82.5,,,,,188.24,,,,,138.35,,,,,217.72,544.31,6,378.21,378.21,365.56,558.16,Yes,,RPS,2017-01-28,USA,NJ,North American Championships
